Subject,Block,CategoryNumber,ITI,Trial,CorrAns,ACC,RESP,RT,Typicality,Familiarity,Item,Category,Prime,cond_TrueFalse,TF,MoCA_dev,old_group,all_groups,group,Typi,Typi_cen,Fam_tipi_cen,Fam_tipi,CD_Log_cen,CD_Log,AoA_cen,AoA,Imag_cen,Imag,Idade,escolaridade,Vocabulary,CCT,Sex
22,2,4,2000,5,NA,1,NA,1605,6.565217391,2.551724138,Bazooka,Weapon,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.565217391,0.916068278,-1.282103211,2.55,-0.496772976,1.73239376,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,2,3,1500,6,NA,1,NA,1140,5.333333333,6.172413793,Pajama,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.333333333,0.006051103,1.847354263,6.17,0.314901308,2.544068044,-0.892015283,2.09,-0.037030437,5.778,22,15,NA,NA,female
22,2,2,2000,7,NA,1,NA,1422,6.875,5.344827586,Pot,Kitchent Utensil,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,6.875,1.144910833,1.12982672,5.34,-0.605917446,1.62324929,-0.319009395,2.67,0.190508446,5.883,22,15,NA,NA,female
22,2,2,2000,8,NA,1,NA,1391,7,5.482758621,Orange,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,7,1.237250811,1.250855463,5.48,0.566017854,2.79518459,-1.148879991,1.83,1.26535879,6.379,22,15,NA,NA,female
22,2,3,3000,9,NA,1,NA,1344,6.833333333,5.344827586,Frying pan,Kitchent Utensil,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.833333333,1.11413084,1.12982672,5.34,-0.157284729,2.071882007,0.24411708,3.24,-0.706644865,5.469,22,15,NA,NA,female
22,2,1,2000,10,NA,1,NA,1410,6.541666667,3.586206897,Gorilla,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.541666667,0.898670891,-0.383032555,3.59,0.101247037,2.330413773,-0.279491748,2.71,-0.693642643,5.475,22,15,NA,NA,female
22,2,4,2500,11,NA,1,NA,3051,6.708333333,4.655172414,Truck,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.708333333,1.021790862,0.54197283,4.66,0.652217921,2.881384657,-0.803100576,2.18,-0.743484493,5.452,22,15,NA,NA,female
22,2,4,1500,12,NA,1,NA,1243,6.791666667,6.344827586,Fork,Kitchent Utensil,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.791666667,1.083350848,1.994317735,6.34,0.078329302,2.307496038,-1.020447637,1.96,-1.972194463,4.885,22,15,NA,NA,female
22,2,2,3000,13,NA,1,NA,1348,6.916666667,5.586206897,Banana,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.916666667,1.175690826,1.345949474,5.59,0.41428594,2.643452676,-1.148879991,1.83,1.252356568,6.373,22,15,NA,NA,female
22,2,2,3000,14,NA,1,NA,2241,6.583333333,3.793103448,Cauliflower,Vegetable,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,6.583333333,0.929450884,-0.210134352,3.79,-0.782008705,1.447158031,0.668931789,3.67,-12.55817012,NA,22,15,NA,NA,female
22,2,3,1500,15,NA,1,NA,1220,6.625,3.068965517,Grenade,Weapon,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.625,0.960230877,-0.832567883,3.07,0.33785963,2.567026366,1.755667092,4.77,-0.407593761,5.607,22,15,NA,NA,female
22,2,1,1500,16,NA,1,NA,1965,5.666666667,2.965517241,Buffalo,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.666666667,0.252291045,-0.919016985,2.97,-0.115223384,2.113943352,1.083867087,4.09,-0.44443339,5.59,22,15,NA,NA,female
22,2,4,2000,17,NA,1,NA,1665,5.083333333,3.689655172,Ship,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.083333333,-0.178628853,-0.296583454,3.69,0.684117166,2.913283902,0.056408255,3.05,0.823283245,6.175,22,15,NA,NA,female
22,2,2,3000,18,NA,1,NA,1023,6.625,4.068965517,Pistol,Weapon,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,6.625,0.960230877,0.031923132,4.07,0.793673875,3.022840611,-0.506718221,2.48,0.628249917,6.085,22,15,NA,NA,female
22,2,4,1500,19,NA,1,NA,1281,6.208333333,4.793103448,Peas,Vegetable,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.208333333,0.652430949,0.654356662,4.79,-0.0830387,2.146128036,-0.368406455,2.62,-12.55817012,NA,22,15,NA,NA,female
22,2,3,2000,20,NA,1,NA,1322,5.583333333,6.137931034,Socks,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.583333333,0.190731059,1.821419532,6.14,0.63057183000000006,2.859738566,-1.474900582,1.5,0.628249917,6.085,22,15,NA,NA,female
22,2,3,3000,21,NA,1,NA,920,6.208333333,5.517241379,Lettuce,Vegetable,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.208333333,0.652430949,1.285435103,5.52,-0.142806905,2.086359831,-0.279491748,2.71,-0.037030437,5.778,22,15,NA,NA,female
22,2,2,2500,22,NA,1,NA,825,6.833333333,5,Grape,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.833333333,1.11413084,0.835899775,5,0.049586865,2.278753601,-1.079724108,1.9,-12.55817012,NA,22,15,NA,NA,female
22,2,1,2500,23,NA,1,NA,1205,5.875,4.275862069,Cucumber,Vegetable,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.875,0.406191008,0.213466245,4.28,-0.08928765,2.139879086,0.333031786,3.33,-0.325246356,5.645,22,15,NA,NA,female
22,2,1,1500,24,NA,1,NA,905,6.458333333,4.103448276,Sword,Weapon,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,6.458333333,0.837110906,0.057857862,4.1,0.73838124,2.967547976,-0.170818218,2.82,0.810281023,6.169,22,15,NA,NA,female
22,2,3,3000,25,NA,1,NA,1672,4.75,6.103448276,Shoe,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.75,-0.424868795,1.786839892,6.1,0.536501819,2.765668555,-1.336588816,1.64,-0.045698585,5.774,22,15,NA,NA,female
22,2,4,3000,26,NA,1,NA,1216,6.166666667,3.034482759,Raven,Birds,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.166666667,0.621650957,-0.867147524,3.03,-0.079947624,2.149219113,0.431825905,3.43,-0.026195252,5.783,22,15,NA,NA,female
22,2,4,2500,27,NA,1,NA,1321,5.75,6.655172414,Subway,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.75,0.31385103,2.27095486,6.66,0.716301849,2.945468585,1.212299441,4.22,-1.001361894,5.333,22,15,NA,NA,female
22,2,1,2500,28,NA,1,NA,1420,5.958333333,4.689655172,Rabbit,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.958333333,0.467750993,0.567907561,4.69,0.504030529,2.733197265,-1.277312345,1.7,-0.463936723,5.581,22,15,NA,NA,female
22,2,2,2500,30,NA,1,NA,1203,6.375,4.482758621,Kiwi,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.375,0.77555092,0.386364448,4.48,-0.724016758,1.505149978,0.738087672,3.74,-0.10637562,5.746,22,15,NA,NA,female
22,2,4,3000,31,NA,1,NA,1058,5.458333333,4.931034483,Bicycle,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.458333333,0.098391081,0.775385404,4.93,0.722656299,2.951823035,-1.069844696,1.91,0.727933618,6.131,22,15,NA,NA,female
22,2,1,1500,33,NA,1,NA,971,5.333333333,5.103448276,Tomato,Vegetable,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.333333333,0.006051103,0.922348877,5.1,0.364119331,2.593286067,-0.684547634,2.3,-0.463936723,5.581,22,15,NA,NA,female
22,2,2,2000,34,NA,1,NA,1077,6.333333333,3.586206897,Medlar,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.333333333,0.744770927,-0.383032555,3.59,-2.229166736,0,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,2,4,3000,35,NA,1,NA,1302,5.416666667,3.068965517,Beetroot,Vegetable,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,5.416666667,0.067611089,-0.832567883,3.07,-0.595698281,1.633468456,1.488922973,4.5,-1.339419664,5.177,22,15,NA,NA,female
22,2,4,2500,36,NA,1,NA,1323,5.041666667,2.75862069,Stick,Weapon,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,5.041666667,-0.209408846,-1.100560098,2.76,0.185806612,2.414973348,2.150843566,5.17,-2.930024809,4.443,22,15,NA,NA,female
22,2,1,1500,37,NA,1,NA,1156,4.916666667,3.275862069,Seal,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.916666667,-0.301748824,-0.65102477,3.28,-0.118577026,2.11058971,-0.635150575,2.35,-0.570121535,5.532,22,15,NA,NA,female
22,2,3,2000,38,NA,1,NA,1218,3.916666667,4.034482759,Cap,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,3.916666667,-1.040468649,-0.002656509,4.03,0.151044506,2.380211242,-0.93153293,2.05,0.920799909,6.22,22,15,NA,NA,female
22,2,1,2000,39,NA,1,NA,1027,6.166666667,4,Dolphin,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.166666667,0.621650957,-0.028591239,4,-0.246895503,1.982271233,-0.210335865,2.78,1.274026938,6.383,22,15,NA,NA,female
22,2,1,2500,40,NA,1,NA,1848,5.041666667,3.034482759,Tank,Weapon,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.041666667,-0.209408846,-0.867147524,3.03,0.622702865,2.851869601,-2.956812359,NA,-1.289577813,5.2,22,15,NA,NA,female
22,2,3,1500,41,NA,1,NA,1320,4.208333333,4.344827586,Tie,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.208333333,-0.8250087,0.265335706,4.34,0.540948559,2.770115295,0.392308258,3.39,-0.498609314,5.565,22,15,NA,NA,female
22,2,3,1500,42,NA,1,NA,1623,6.25,4.310344828,Pigeon,Birds,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.25,0.683210942,0.239400975,4.31,-0.203860871,2.025305865,-0.793221164,2.19,0.480891402,6.017,22,15,NA,NA,female
22,2,2,1500,43,NA,1,NA,1203,4.875,3.137931034,Axe,Weapon,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,4.875,-0.332528817,-0.772053512,3.14,0.319836526,2.549003262,0.194720021,3.19,-0.206059322,5.7,22,15,NA,NA,female
22,2,2,1500,44,NA,1,NA,1154,5.958333333,2.793103448,Grapefruit,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.958333333,0.467750993,-1.074625367,2.79,-0.616382879,1.612783857,1.2616965,4.27,-1.72298521,5,22,15,NA,NA,female
22,2,3,2500,45,NA,1,NA,1123,5,4,Pumpkin,Vegetable,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,5,-0.240188839,-0.028591239,4,0.016345932,2.245512668,0.698570025,3.7,-0.097707473,5.75,22,15,NA,NA,female
22,2,3,1500,46,NA,1,NA,1374,4.166666667,2.620689655,Tear gass,Weapon,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,4.166666667,-0.855788692,-1.22158884,2.62,-2.229166736,NA,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,2,4,2000,47,NA,1,NA,1362,2.75,3.379310345,Canoe,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,2.75,-1.902308444,-0.564575668,3.38,-0.146381366,2.08278537,0.708449437,3.71,0.149334744,5.864,22,15,NA,NA,female
22,2,4,2500,48,NA,1,NA,1052,5.375,2.517241379,Flamingo,Birds,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,5.375,0.036831096,-1.308037941,2.52,-0.660965012,1.568201724,1.37037003,4.38,-0.385923391,5.617,22,15,NA,NA,female
22,2,2,3000,49,NA,1,NA,1027,4.75,2.896551724,Avocado,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.75,-0.424868795,-0.979531356,2.9,-0.575954222,1.653212514,1.982893565,5,-0.849669306,5.403,22,15,NA,NA,female
22,2,3,1500,50,NA,1,NA,1504,3.416666667,5.379310345,Belt,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,3.416666667,-1.409828561,1.164406361,5.38,0.685176421,2.914343157,-0.763582929,2.22,0.743102877,6.138,22,15,NA,NA,female
22,2,3,2000,51,NA,1,NA,841,5.416666667,4.275862069,Duck,Birds,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,5.416666667,0.067611089,0.213466245,4.28,0.406317011,2.635483747,-1.267432933,1.71,0.738768803,6.136,22,15,NA,NA,female
22,2,2,3000,52,NA,1,NA,1346,5.958333333,4.448275862,Chicken,Birds,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,5.958333333,0.467750993,0.360429717,4.45,0.723625707,2.952792443,-0.852497635,2.13,1.414884341,6.448,22,15,NA,NA,female
22,2,1,2000,53,NA,1,NA,1349,5.708333333,2.103448276,Pheasant,Birds,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.708333333,0.283071037,-1.671124167,2.1,-0.627106745,1.602059991,1.627234738,4.64,-2.444608525,4.667,22,15,NA,NA,female
22,2,1,3000,54,NA,1,NA,1243,5.083333333,4.689655172,Mouse,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.083333333,-0.178628853,0.567907561,4.69,0.957507131,3.186673867,-1.208156462,1.77,0.654254361,6.097,22,15,NA,NA,female
22,2,2,1500,56,NA,1,NA,1667,5.541666667,2.551724138,Vulture,Birds,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,5.541666667,0.159951067,-1.282103211,2.55,-0.274924227,1.954242509,1.745787681,4.76,0.257686593,5.914,22,15,NA,NA,female
22,2,1,1000,57,NA,1,NA,1932,6.625,4.862068966,Ladle,Kitchent Utensil,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,6.625,0.960230877,0.714871033,4.86,-2.229166736,NA,-2.956812359,NA,0.554570659,6.051,22,15,NA,NA,female
22,2,4,2500,59,NA,1,NA,1195,2.375,2.827586207,Sled,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,2.375,-2.179328379,-1.040045727,2.83,-0.102061938,2.127104798,-0.081903511,2.91,-0.780324122,5.435,22,15,NA,NA,female
22,2,3,3000,60,NA,1,NA,1255,3.958333333,3.551724138,Timer,Kitchent Utensil,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,3.958333333,-1.009688656,-0.417612196,3.55,-0.30488745,1.924279286,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,2,2,1500,61,NA,1,NA,1249,3.869565217,2.965517241,Cherry,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,3.869565217,-1.075263423,-0.919016985,2.97,-1.326076749,0.903089987,1.083867087,4.09,-1.985196685,4.879,22,15,NA,NA,female
22,2,4,2000,62,NA,1,NA,1525,3.956521739,2.620689655,Skewer,Kitchent Utensil,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,3.956521739,-1.011026917,-1.22158884,2.62,-0.079947624,2.149219113,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,2,3,2000,63,NA,1,NA,1033,1.916666667,4.793103448,Necklace,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,1.916666667,-2.517908298,0.654356662,4.79,0.566017854,2.79518459,-0.55611528,2.43,-12.55817012,NA,22,15,NA,NA,female
22,2,1,3000,64,NA,1,NA,1041,2.833333333,5,Broom,Kitchent Utensil,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,2.833333333,-1.840748459,0.835899775,5,0.035651087,2.264817823,-0.743824105,2.24,0.515563994,6.033,22,15,NA,NA,female
22,1,1,1500,1,NA,1,NA,920,6.75,6.172413793,Dog,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.75,1.052570855,1.847354263,6.17,1.119721987,3.348888723,-1.672488819,1.3,0.732267692,6.133,22,15,NA,NA,female
22,1,4,3000,2,NA,1,NA,1060,7,6.620689655,Car,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,7,1.237250811,2.236375219,6.62,1.47652596,3.705692697,-1.218035874,1.76,-0.49427524,5.567,22,15,NA,NA,female
22,1,3,2500,3,NA,1,NA,1034,4.541666667,4.517241379,Robe,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.541666667,-0.578768758,0.420944088,4.52,0.030904652,2.260071388,-2.956812359,NA,-0.026195252,5.783,22,15,NA,NA,female
22,1,1,1500,4,NA,1,NA,1292,6.958333333,4.24137931,Broccoli,Vegetable,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,6.958333333,1.206470818,0.178886604,4.24,-0.64938314,1.579783597,0.906037674,3.91,0.368205479,5.965,22,15,NA,NA,female
22,1,1,2500,5,NA,1,NA,1097,6.958333333,3.482758621,Machine gun,Weapon,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,6.958333333,1.206470818,-0.478126567,3.48,0.06529949,2.294466226,0.856640614,3.86,0.370372516,5.966,22,15,NA,NA,female
22,1,4,1500,6,NA,1,NA,819,5.958333333,5.413793103,Airplane,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.958333333,0.467750993,1.190341092,5.41,1.050500208,3.279666944,-1.583574112,1.39,1.102831016,6.304,22,15,NA,NA,female
22,1,2,3000,7,NA,1,NA,1168,7,5.827586207,Apple,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,7,1.237250811,1.553427318,5.83,0.490164551,2.719331287,-1.544056464,1.43,1.68142989,6.571,22,15,NA,NA,female
22,1,1,2500,9,NA,1,NA,1254,6.125,3.517241379,Giraffe,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.125,0.590870964,-0.443546926,3.52,-0.265378909,1.963787827,-0.941412342,2.04,-0.385923391,5.617,22,15,NA,NA,female
22,1,3,3000,10,NA,1,NA,822,6.833333333,5.655172414,Shirt,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.833333333,1.11413084,1.406463845,5.66,0.963400717,3.192567453,-0.55611528,2.43,0.333532887,5.949,22,15,NA,NA,female
22,1,2,1500,11,NA,1,NA,1066,6.875,3.103448276,Revolver,Weapon,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,6.875,1.144910833,-0.806633153,3.1,0.17566698,2.404833717,1.469164149,4.48,0.656421398,6.098,22,15,NA,NA,female
22,1,3,2000,12,NA,1,NA,1431,6.666666667,4.655172414,Cabbage,Vegetable,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.666666667,0.99101087,0.54197283,4.66,-0.342676011,1.886490725,-0.319009395,2.67,-1.001361894,5.333,22,15,NA,NA,female
22,1,3,3000,13,NA,1,NA,1117,6.75,3.137931034,Missile,Weapon,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.75,1.052570855,-0.772053512,3.14,0.130668746,2.359835482,-2.956812359,NA,-0.206059322,5.7,22,15,NA,NA,female
22,1,1,2000,14,NA,1,NA,1322,5.714285714,2.206896552,colander,Kitchent Utensil,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.714285714,0.287468179,-1.576030156,2.21,-0.973894231,1.255272505,1.281455324,4.29,-1.894181131,4.921,22,15,NA,NA,female
22,1,2,1500,15,NA,1,NA,796,6.958333333,5.172413793,Pear,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.958333333,1.206470818,0.982863248,5.17,-0.242395002,1.986771734,-1.405744699,1.57,0.6975951,6.117,22,15,NA,NA,female
22,1,4,3000,16,NA,1,NA,1195,6.625,4.206896552,Spinach,Vegetable,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.625,0.960230877,0.152951874,4.21,-0.672864235,1.556302501,-0.091782923,2.9,-1.129217076,5.274,22,15,NA,NA,female
22,1,4,2000,17,NA,1,NA,1083,6.291666667,3.620689655,Parakeet,Birds,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.291666667,0.713990935,-0.357097825,3.62,-0.638102129,1.591064607,0.007011196,3,0.517731031,6.034,22,15,NA,NA,female
22,1,3,2000,18,NA,1,NA,1353,6.666666667,5.24137931,Blouse,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.666666667,0.99101087,1.043377619,5.24,0.357420569,2.586587305,-0.595632927,2.39,1.139670645,6.321,22,15,NA,NA,female
22,1,2,1500,19,NA,1,NA,1622,6.375,3.344827586,Sparrow,Birds,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,6.375,0.77555092,-0.599155309,3.34,-0.443836901,1.785329835,0.056408255,3.05,0.298860295,5.933,22,15,NA,NA,female
22,1,1,1500,20,NA,1,NA,1045,6.333333333,4.896551724,Pig,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.333333333,0.744770927,0.749450674,4.9,0.949234605,3.178401342,-1.119241755,1.86,-0.255901172,5.677,22,15,NA,NA,female
22,1,4,2500,21,NA,1,NA,1131,6.625,5.551724138,Van,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,6.625,0.960230877,1.311369834,5.55,0.667359481,2.896526217,-0.467200573,2.52,0.480891402,6.017,22,15,NA,NA,female
22,1,3,2500,22,NA,1,NA,1461,5.708333333,3.275862069,Swan,Birds,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,5.708333333,0.283071037,-0.65102477,3.28,-0.191740238,2.037426498,-0.042385864,2.95,0.372539553,5.967,22,15,NA,NA,female
22,1,3,2000,23,NA,1,NA,958,6.291666667,3.344827586,Stork,Birds,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,6.291666667,0.713990935,-0.599155309,3.34,-0.538970656,1.69019608,-0.842618223,2.14,0.883960281,6.203,22,15,NA,NA,female
22,1,4,2500,25,NA,1,NA,1227,3.666666667,3.068965517,Submarine,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,3.666666667,-1.225148605,-0.832567883,3.07,0.170506985,2.399673721,1.182661205,4.19,-0.51594561,5.557,22,15,NA,NA,female
22,1,4,2000,26,NA,1,NA,1207,6.666666667,3.310344828,Shotgun,Weapon,VEÍCULO,FALSE,0.5,NA,ayoung,0.5,Young,6.666666667,0.99101087,-0.625090039,3.31,0.444775262,2.673941999,1.380249442,4.39,-0.216894507,5.695,22,15,NA,NA,female
22,1,2,2000,27,NA,1,NA,1032,5.75,3.137931034,Peacock,Birds,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,5.75,0.31385103,-0.772053512,3.14,-0.436775047,1.792391689,0.056408255,3.05,-0.849669306,5.403,22,15,NA,NA,female
22,1,3,3000,28,NA,1,NA,1227,4.041666667,5.724137931,Slipper,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,4.041666667,-0.94812867,1.458333306,5.72,-0.14998549,2.079181246,-0.941412342,2.04,-0.045698585,5.774,22,15,NA,NA,female
22,1,3,1500,29,NA,1,NA,1003,5.541666667,5.551724138,Bra,Clothing,VESTUÁRIO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.541666667,0.159951067,1.311369834,5.55,-0.014322888,2.214843848,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,1,1,3000,30,NA,1,NA,950,5.333333333,3.586206897,Whale,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.333333333,0.006051103,-0.383032555,3.59,0.189134555,2.418301291,0.007011196,3,-0.10637562,5.746,22,15,NA,NA,female
22,1,2,2000,32,NA,1,NA,1188,2.5,5.379310345,Stone,Weapon,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,2.5,-2.086988401,1.164406361,5.38,0.961445062,3.190611798,-2.956812359,NA,1.094162868,6.3,22,15,NA,NA,female
22,1,1,2500,33,NA,1,NA,2140,5.875,4.206896552,Rooster,Birds,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,5.875,0.406191008,0.152951874,4.21,0.224151604,2.45331834,-1.030327048,1.95,0.372539553,5.967,22,15,NA,NA,female
22,1,1,2000,34,NA,1,NA,2358,5.541666667,2.931034483,Hyena,Mammals,MAMÍFERO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.541666667,0.159951067,-0.953596625,2.93,-0.547925499,1.681241237,1.311093559,4.32,-0.518112647,5.556,22,15,NA,NA,female
22,1,2,3000,35,NA,1,NA,1501,5.52173913,2.896551724,Nectarine,Fruit,FRUTO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.52173913,0.1452302,-0.979531356,2.9,-2.229166736,0,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,1,3,2500,36,NA,1,NA,1244,2.434782609,3.103448276,Crowbar,Weapon,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,2.434782609,-2.13516578,-0.806633153,3.1,0.074029321,2.303196057,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,1,1,1500,38,NA,1,NA,1646,4.75,2.482758621,Basting brush,Kitchent Utensil,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,4.75,-0.424868795,-1.342617582,2.48,-2.229166736,NA,-0.121421159,2.87,0.149334744,5.864,22,15,NA,NA,female
22,1,1,2000,39,NA,1,NA,1070,3.125,4.689655172,Mushroom,Vegetable,MAMÍFERO,FALSE,0.5,NA,ayoung,0.5,Young,3.125,-1.62528851,0.567907561,4.69,-0.274924227,1.954242509,0.056408255,3.05,0.667256582,6.103,22,15,NA,NA,female
22,1,4,2000,40,NA,1,NA,997,5.708333333,4.137931034,Street car/trolley,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,5.708333333,0.283071037,0.092437503,4.14,0.250840207,2.480006943,0.24411708,3.24,-2.386098526,4.694,22,15,NA,NA,female
22,1,2,3000,41,NA,1,NA,1149,4.695652174,2.448275862,Flour sifter,Kitchent Utensil,FRUTO,FALSE,0.5,NA,ayoung,0.5,Young,4.695652174,-0.465016611,-1.368552312,2.45,-0.724016758,1.505149978,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
22,1,4,2000,42,NA,1,NA,1648,3.083333333,3.137931034,Rocket,Vehicles,VEÍCULO,aTRUE,-0.5,NA,ayoung,0.5,Young,3.083333333,-1.656068503,-0.772053512,3.14,-0.270125344,1.959041392,-0.091782923,2.9,0.407212144,5.983,22,15,NA,NA,female
22,1,3,3000,43,NA,1,NA,1571,4.458333333,2.275862069,Icecube tray,Kitchent Utensil,VESTUÁRIO,FALSE,0.5,NA,ayoung,0.5,Young,4.458333333,-0.640328744,-1.515515785,2.28,-2.229166736,NA,-2.956812359,NA,-12.55817012,NA,22,15,NA,NA,female
